age,income,transactions,credit_limit,avg_spent,payment_delay,churn
50,135399,13,14044,4929,7,0
23,107908,86,18760,7910,4,0
58,101653,81,14537,7718,29,1
56,34779,86,16669,7525,13,1
21,71040,98,17340,2897,14,0
30,114830,62,16955,2721,29,1
66,76325,8,3887,6314,10,0
19,135947,45,16794,7004,9,0
22,41630,18,15560,8022,9,0
61,125575,88,2340,6285,23,1
44,135436,60,12929,6719,5,0
49,32178,60,1094,4498,15,0
38,39935,2,13840,3303,27,0
25,67258,66,16756,5047,25,1
55,42784,91,9126,7010,20,1
25,83722,14,18881,9517,3,0
67,43027,48,11923,4161,25,0
20,116544,56,8053,551,8,1
61,77853,12,16172,6558,9,1
20,132167,96,11935,4015,29,1
39,87359,92,13467,3830,4,0
23,92388,55,12073,7991,9,1
19,98608,28,8691,2174,15,0
40,96669,89,14770,6528,10,0
61,35111,4,16688,1861,5,1
19,52312,90,1201,9478,6,0
55,149321,36,18882,1055,26,0
34,44161,50,14829,8292,11,1
52,138920,3,4086,2612,26,0
51,124823,1,12305,2710,12,0
40,145014,17,3590,2201,16,1
47,87313,71,8125,3212,8,0
69,70374,62,8860,6963,27,1
25,44014,48,6408,2816,7,1
39,100308,62,2948,6969,27,0
61,66389,69,4963,2110,26,0
53,130163,19,1693,4852,15,1
22,38161,34,6363,6843,20,1
30,127800,99,13125,5205,2,0
46,27490,49,12924,9819,4,0
48,139547,80,6887,5991,20,0
64,127197,47,11851,9596,24,1
33,44502,91,8734,8855,22,0
59,55757,50,10913,9828,12,0
47,61111,89,17191,5210,17,0
33,118273,26,6293,2525,20,0
29,103245,56,14845,605,15,1
34,78645,78,14820,4959,24,1
33,130218,14,3291,3592,13,0
29,79055,78,15395,9844,10,0
25,139815,25,13391,1198,28,1
37,28998,4,3698,9438,17,0
20,48906,79,12566,6571,7,1
33,121026,32,10202,6239,11,1
47,90192,82,15055,9652,18,1
62,70477,78,2041,3991,19,1
40,56901,65,18941,3797,1,0
45,111271,61,18591,3477,8,1
68,72021,20,10872,708,21,0
57,49092,74,4621,3816,8,0
22,21242,10,4352,5907,13,1
37,126843,88,19062,7733,14,1
57,21831,34,11937,2391,10,1
61,70721,61,15602,9868,28,0
18,48511,92,9972,4006,12,1
47,92782,27,1945,2539,23,1
38,117003,40,8973,3789,27,1
37,38302,65,15118,7145,24,0
23,75568,33,12290,5261,4,1
39,23232,68,17383,2117,5,1
35,122062,71,19974,8686,22,1
25,124301,9,11366,934,4,0
56,71507,16,2797,2146,0,1
49,144277,5,12248,7167,24,0
50,149999,98,3257,5758,17,0
33,96508,23,3197,7690,22,0
29,133672,43,9222,1940,27,0
55,120128,89,15152,6595,23,0
69,30683,57,3912,7375,7,1
51,43664,51,12004,4943,16,1
31,122364,13,9874,5360,25,0
53,140012,24,16416,9625,22,0
50,53172,11,7152,9838,24,0
40,103641,52,8172,8213,10,0
67,84340,17,4185,880,29,1
62,107236,37,10161,9516,29,1
19,31017,13,16765,7673,10,0
58,56613,62,18467,2137,2,0
38,106130,91,5862,8043,7,0
19,96920,84,4070,1024,7,1
44,50348,97,12940,3607,24,0
26,36448,96,9563,8642,23,1
18,29491,8,15931,1593,20,1
28,98648,56,17585,604,20,0
20,141070,93,17472,2239,2,1
69,116557,83,15772,3626,27,0
40,78759,70,15455,2176,21,1
43,64553,44,7299,8404,9,0
21,20968,60,11188,8527,18,0
35,20368,41,13686,5416,13,0
23,93960,21,15011,3434,17,0
52,55010,86,18938,5656,22,0
39,74154,42,13874,1542,25,0
60,55851,74,14441,2345,2,1
32,142761,74,1054,4001,28,1
39,45496,29,5031,2041,19,0
54,143568,80,10315,966,13,1
69,147152,65,2552,3444,10,0
59,50936,17,8795,4794,9,1
29,98858,30,6271,2091,23,1
64,87005,26,15665,4572,13,0
66,57493,53,1115,4072,0,0
59,89795,19,4613,9885,15,1
55,56390,53,7372,6478,24,1
35,30292,85,17130,793,29,1
62,112377,17,4837,9613,5,1
52,48365,46,4533,6358,17,1
47,37207,85,10610,1838,15,1
41,121735,53,12108,5709,18,0
59,42912,64,6831,3975,15,1
47,122455,45,2294,2998,4,0
31,122517,49,16663,9599,26,1
23,100771,19,8550,6228,11,0
20,76572,71,19459,7817,5,0
33,127293,81,14830,2993,24,0
24,119083,65,14031,3588,1,0
69,133655,37,12869,6781,15,1
31,129346,70,6817,7295,20,0
26,39276,26,19162,6127,22,0
32,117459,2,13867,4490,10,1
38,25534,59,13086,4251,11,1
52,112005,96,11690,7741,10,1
19,121610,5,17757,2597,22,0
44,55670,37,15770,3674,19,1
19,82147,31,15329,887,18,0
52,118099,76,11457,798,28,0
35,131695,99,11034,4934,7,0
31,56486,94,18957,4561,28,1
37,85557,48,18171,973,17,0
35,54268,6,2545,5557,4,0
27,127338,15,14359,5789,11,0
42,101335,15,14146,4608,9,1
19,46336,61,14498,9140,14,1
42,23641,16,14171,2721,4,0
50,107132,20,15202,5751,16,0
53,52959,77,5374,4111,22,0
48,33306,44,10849,3142,3,0
31,66182,42,17990,2420,25,1
18,94123,46,14336,7575,11,0
63,76326,95,3576,6494,17,1
33,116895,34,6051,2816,7,0
63,41498,64,17706,1774,19,0
69,90198,29,11068,5483,16,1
20,122630,3,17967,8334,7,0
52,127369,9,12001,4118,12,0
58,47197,75,9847,759,26,1
23,40719,75,5881,3706,22,0
42,110201,25,9414,5678,2,1
30,128775,86,19506,5858,2,1
51,45032,42,8699,5007,6,0
25,79624,46,17045,6958,17,1
38,98177,73,19604,8041,20,1
51,61964,84,6123,4008,6,0
21,50028,59,17211,7805,21,0
42,131030,21,4550,5494,25,0
32,74646,74,11634,8923,22,1
21,101187,22,13177,7254,1,0
62,28536,29,1166,9421,6,1
29,137399,63,9309,6016,1,0
49,76747,73,11001,6368,6,0
49,65712,61,3206,6299,13,0
45,26273,64,2250,3429,14,1
30,91820,69,5558,9009,15,1
48,145342,40,10863,2030,23,1
31,111228,75,3151,8413,25,0
37,94353,1,6077,9802,7,0
35,114491,65,16552,1215,15,0
46,112091,62,3297,8027,20,0
23,105914,54,10228,3812,6,0
49,70830,60,3614,7723,10,0
46,126718,46,2879,5692,23,0
60,37127,5,1620,7527,3,1
19,135150,22,9262,701,17,0
40,103488,90,19187,2640,22,0
36,31539,53,2925,9748,12,1
48,66761,70,18421,4171,16,0
68,66219,32,11553,9110,11,0
22,34692,11,10630,7870,17,1
36,103656,10,13003,3098,9,0
51,33334,39,9676,9317,6,1
27,48615,98,5898,2444,11,0
42,27903,31,15601,3429,11,1
19,48527,12,14136,3883,25,0
28,35629,80,15578,4040,12,1
67,141690,38,7121,893,0,0
48,78008,67,6789,7510,6,1
32,103276,66,17310,7277,15,0
26,119318,52,18734,9323,15,0
40,46708,5,14134,821,20,0
36,30860,11,7485,5169,15,1
26,37438,25,10980,2193,15,1
52,87300,35,4625,1563,13,0
38,149263,35,12512,8421,10,0
26,91545,22,9951,3611,18,1
45,40842,37,9117,3761,10,1
63,80213,86,9989,3586,1,1
68,62372,55,17915,4311,6,1
24,134316,75,12608,3851,8,1
33,118971,96,1598,7580,8,1
33,88906,99,8428,9650,13,0
50,58744,95,5904,4643,25,0
21,136082,72,3909,6832,9,0
21,77442,64,14551,6947,15,1
56,149070,20,18062,8363,23,1
57,105990,98,9922,3676,17,0
34,141670,4,3025,2916,0,0
54,126917,18,14220,8168,23,1
56,123903,51,14190,9151,1,0
69,23650,68,3766,2811,19,0
46,65117,20,19482,1729,27,1
69,111244,9,1391,2030,3,0
53,128198,80,11935,3297,1,0
55,72772,26,4784,1863,3,1
56,23190,25,19069,5002,22,1
67,68113,68,3914,952,5,1
54,28789,41,14243,4404,25,1
69,52125,59,13282,6496,21,0
52,118695,45,13965,1077,3,0
24,37459,41,12505,4419,17,1
44,55418,38,5951,7817,4,1
45,131904,19,8655,3764,10,1
39,67085,14,5610,2431,12,0
31,38768,21,18468,4742,2,0
24,69961,15,8583,8681,18,0
54,101099,3,18701,682,19,1
39,142735,37,7880,8927,10,1
22,47885,46,3349,1137,10,0
19,107421,16,8208,3505,20,0
44,81082,14,14720,3972,26,1
38,26895,9,7881,1024,1,1
55,70311,7,4722,6159,21,1
32,109494,14,16332,2870,14,1
38,87067,6,8224,9976,21,1
27,91017,85,14229,2135,7,1
40,43932,15,8802,4932,1,1
56,41360,52,12439,7967,7,1
22,74847,72,4134,4714,23,0
18,129178,34,3598,1079,19,0
30,110365,1,5052,8350,22,0
38,105468,96,13741,4441,14,1
43,146065,69,4824,8887,15,0
67,58931,94,4520,9024,12,0
62,75823,86,2249,3591,22,0
38,58032,20,16565,5218,16,1
35,135919,80,19458,9349,13,1
54,101426,7,19888,9395,28,1
62,38807,7,13997,6052,13,0
49,31767,50,3014,5478,0,0
53,28071,2,5944,1752,23,1
34,73413,47,1948,9215,26,0
52,46149,14,17490,2922,0,0
66,35540,31,11683,8727,2,1
28,121212,50,15012,9467,21,1
38,90248,61,5692,527,23,1
69,141443,41,4240,8039,14,1
43,111737,14,10762,585,4,1
21,130494,5,14731,7409,4,1
51,138571,75,19018,4781,3,1
69,105435,5,11130,5153,13,1
65,39787,64,18916,8533,19,1
35,40982,29,8608,8164,6,1
57,139696,75,13409,5566,21,1
52,42606,5,18824,756,23,1
58,147560,96,12589,1947,14,0
46,30150,36,13437,6200,10,1
69,105929,79,18999,5099,13,0
46,137423,19,10705,3843,5,0
55,122795,64,16376,1193,26,0
59,132223,22,19982,9174,9,1
38,66936,34,12611,4165,6,1
59,113286,56,8590,3174,9,1
30,28593,17,19711,850,13,1
66,37358,76,7565,9340,25,0
58,102143,89,19360,7544,4,0
34,57381,56,2835,8919,21,1
26,141465,17,17738,2563,0,1
58,110347,74,10797,6429,18,1
18,48074,92,4195,9116,27,1
19,40595,82,14868,7913,7,0
65,64194,18,10179,2321,18,1
46,69377,45,9345,5389,29,0
50,46853,96,1906,2085,16,1
27,93719,78,12955,5159,18,1
67,40661,56,16768,2780,27,1
57,70493,80,8198,4249,15,1
38,138724,50,2620,3038,3,1
45,126705,58,12820,9708,7,1
28,56495,18,12766,943,24,0
51,33703,80,9523,2567,3,0
25,73080,81,5338,8802,12,1
39,50815,7,16911,3034,27,0
25,49565,76,17813,588,6,1
66,83321,98,6301,3890,0,0
32,137491,10,16144,5737,8,1
34,78453,69,14784,7077,26,0
40,108478,85,3423,2441,27,1
41,128522,3,9272,3810,3,0
62,53161,83,2573,8763,13,0
36,75991,44,17803,1321,29,1
22,134296,99,1466,8572,8,1
49,127339,70,16787,1315,29,1
61,29716,14,6176,9095,2,1
18,127099,4,4393,2198,14,1
40,53349,18,10757,7862,26,0
54,67098,93,16164,6191,28,1
25,128435,99,13222,6229,4,1
30,20132,52,19419,2453,0,0
25,71990,38,19016,5463,10,0
40,133288,80,19368,6486,18,0
60,88921,20,1003,8252,4,1
18,56538,88,8477,5491,21,1
62,120572,99,6998,4301,28,0
68,119279,44,1602,8947,23,0
41,125909,51,8256,2431,16,1
52,27213,19,11559,1611,18,0
41,144693,68,14686,1372,16,1
34,64223,97,14973,8454,4,0
22,111655,66,7714,5087,23,0
37,88371,13,9376,6979,19,1
38,88274,62,12701,2061,28,0
57,127853,61,15891,6026,26,0
48,24134,30,4251,4957,8,1
63,111428,98,9144,6060,21,1
53,59601,30,17438,8381,5,0
28,93889,51,10916,9585,26,1
69,35690,88,3910,8215,20,1
32,21909,48,19254,3184,12,1
36,111239,33,12482,9938,25,0
24,100032,74,4348,1246,20,0
68,32062,82,18985,5743,10,0
45,95386,19,6830,7326,22,0
68,113237,71,12529,4585,23,0
60,54731,57,9120,6617,22,0
22,25153,19,19474,1506,0,0
22,30481,88,6480,8629,16,1
47,119270,79,10443,4810,25,1
49,86425,41,7370,9582,5,0
25,83600,42,1170,3376,2,0
27,104981,87,3809,2526,15,1
55,91997,52,7993,6056,12,0
64,124470,4,12946,4607,11,0
49,48205,4,4991,5741,24,0
65,108887,5,1826,6169,10,1
45,101542,41,10857,5899,22,1
34,64149,87,17513,9433,1,1
48,69112,61,18801,3508,27,0
25,30940,75,7798,7995,29,1
57,79010,55,18791,4162,18,1
42,96794,75,6136,5920,7,0
26,44485,13,18421,3411,12,0
19,109299,14,13491,7397,13,0
32,144321,60,8546,5985,14,0
67,125584,72,6903,6338,16,1
20,21067,25,14855,1273,14,1
66,40607,82,17406,2644,20,0
53,129419,44,15949,9684,9,0
21,81597,82,10825,6480,0,0
31,146736,10,7287,6897,11,0
58,94554,71,13193,8641,8,0
58,68521,50,2405,3737,22,1
42,132482,44,10670,8695,4,0
67,35187,14,18578,6082,21,1
27,122911,15,9767,6788,26,0
38,23985,16,8923,8856,14,1
53,63052,2,2606,2397,2,0
29,39563,30,9643,5933,18,0
44,67322,30,9316,3067,6,1
57,122842,82,12646,8630,6,1
19,81245,31,11556,6217,6,1
30,71514,77,11058,7252,1,1
49,38608,20,7250,3059,1,1
48,124675,49,2683,5137,26,1
33,87262,35,12726,1112,11,1
49,112118,23,8663,8246,4,1
49,91327,97,14083,2384,3,0
51,77225,99,14146,4524,6,0
28,93994,61,12253,3634,15,0
27,141701,84,16736,9747,2,1
32,37221,55,4223,2122,20,1
34,68506,67,6441,3782,1,0
57,40968,8,10822,3110,16,1
35,147677,40,8381,3569,8,0
26,102606,59,13863,6986,28,1
42,47937,32,6184,1755,19,1
57,82435,93,17653,3160,7,1
31,69508,7,10315,9734,28,1
42,146695,2,5533,4952,11,0
67,61831,85,18426,7602,6,0
39,62933,6,15560,4676,13,0
69,67307,92,2641,4186,27,1
47,68340,36,16925,5737,15,0
37,122951,32,11633,8161,0,0
38,128306,45,4297,1290,9,0
61,106338,42,18767,8916,10,0
49,63601,53,4996,3534,6,0
68,95956,9,1014,725,17,0
63,92178,75,15895,5848,18,1
66,105311,87,2674,6966,13,1
38,48754,75,6099,3679,16,1
52,63310,49,18864,9503,22,1
49,89893,2,8363,4723,18,0
47,106799,67,6957,8020,21,0
56,140007,11,5210,4566,27,1
66,68367,50,16776,4862,12,0
29,33201,35,18359,5523,22,0
58,22739,15,19069,4809,2,0
64,33231,75,3083,746,1,1
35,145610,31,19070,6237,24,0
38,127814,92,5158,2118,8,1
30,62495,62,17571,9112,6,1
38,41168,28,3782,5660,13,0
25,52624,96,5100,1871,4,1
63,30635,25,12701,8228,19,1
57,29964,84,16525,4738,14,1
63,47785,92,19456,3112,19,1
24,115046,25,1097,2580,0,1
40,102797,75,10483,6419,19,0
61,104790,83,4464,4824,6,0
49,96928,92,2787,8297,29,1
28,32336,1,8763,3235,4,1
39,97475,59,1683,6583,24,1
39,47412,69,17092,7852,3,1
60,102212,74,2132,9521,10,1
42,95379,42,13314,3558,18,1
39,65591,34,6877,9541,5,1
45,81750,66,14068,5834,19,0
46,110648,18,15633,1653,26,1
30,116134,77,16758,5440,28,0
35,55454,5,18425,3579,17,0
19,118537,20,12057,902,4,1
46,82672,66,1854,3475,29,0
38,47228,75,6738,8036,28,1
32,34429,62,3026,6419,19,0
69,104294,94,6365,7260,14,0
44,87808,96,3550,1480,20,1
67,102886,32,8089,7180,27,0
48,135577,58,17623,2884,24,0
32,73015,50,17873,9490,19,0
68,108074,38,13043,1866,5,0
40,88936,55,2036,3438,3,1
41,100907,28,7122,1762,16,0
61,77378,74,15578,8159,14,1
30,57310,86,16689,6687,17,1
39,121827,81,17150,8995,5,1
60,103683,22,12692,2816,23,1
54,88827,43,13054,8409,24,0
50,55256,83,2767,1421,19,0
20,96428,81,5708,7614,21,0
36,119862,88,9353,7074,18,0
40,122994,36,2256,9112,11,1
46,58889,96,11143,6029,8,1
47,71428,52,6351,4309,7,0
56,130502,36,15263,1666,27,1
61,57207,28,1749,9231,14,1
64,70255,78,18092,6768,0,1
42,125824,58,7416,5831,28,1
54,111531,36,7950,5529,1,1
64,25409,70,13328,1960,25,1
25,62438,9,2713,5187,29,1
59,130410,21,13777,5857,24,1
33,130238,64,9308,5239,25,1
25,115359,76,11673,827,2,0
18,27869,61,16378,5738,29,0
61,121260,94,16329,9043,18,1
22,76862,95,14882,5632,9,0
20,107937,40,17579,5232,24,1
18,45958,56,5714,4408,13,1
21,96302,4,11664,5791,18,0
57,39768,31,16753,8925,25,0
52,116330,27,13321,3622,27,1
49,46145,58,15630,5376,10,1
59,95622,25,18658,3228,20,0
51,128739,69,4709,9624,5,1
60,46442,70,1338,8495,18,0
42,101948,5,7761,2323,13,1
27,143585,91,5275,4000,25,1
38,45596,8,12491,4573,7,0
63,95791,9,19040,9552,1,1
56,62406,15,7762,1730,21,0
44,60524,7,9834,4895,17,1
44,43332,96,15358,6551,24,0
19,130160,72,10872,1976,21,1
58,35764,15,18553,2523,24,0
65,47563,37,9173,3096,29,0
30,107675,83,17685,8340,3,0
26,56370,39,12333,7621,27,0
69,25062,6,18950,2930,2,0
53,64645,83,12356,8454,1,0
39,142759,57,8816,7443,23,1
59,27244,92,13149,1033,3,0
43,26372,81,19594,1756,17,1
29,125409,19,12344,2157,10,1
34,146248,63,17187,9844,8,0
31,105501,31,12851,2252,27,1
31,137450,75,8230,7213,7,1
51,84471,79,9803,3478,20,0
37,130533,10,16795,4832,7,0
28,36956,87,2943,4153,4,0
33,60473,67,15015,3513,12,0
68,33894,62,9348,9392,6,1
48,130584,3,12750,8152,20,0
23,118918,18,6385,7600,28,0
36,89586,25,17639,5366,4,0
54,36709,20,10243,2264,12,1
21,101258,58,17273,1622,19,1
64,138428,93,6032,4330,28,0
21,35210,86,7261,7200,15,0
37,69510,50,19801,3458,29,0
27,122081,79,19640,2040,13,1
41,58674,10,3634,9214,4,1
52,145251,21,2891,5967,22,1
43,120025,29,11683,7553,18,1
54,37733,96,10967,6170,3,0
55,40080,10,13128,2238,23,1
38,122200,13,8426,4689,21,0
57,73412,47,2970,3033,23,0
56,144476,23,7771,5769,10,0
38,78971,50,11684,9190,1,0
27,59709,87,13857,2918,12,1
55,79846,95,18032,5576,15,0
63,85480,4,10832,984,8,1
21,131768,67,15640,1164,15,1
62,72960,85,13626,3954,6,1
37,123550,53,19485,1127,15,0
34,61152,2,14423,9423,12,0
24,47250,68,17802,4787,4,0
21,105765,65,17333,9936,26,0
46,137265,79,3352,5666,14,0
31,68137,57,2751,4374,6,1
20,102011,97,13167,9831,17,0
41,138922,70,6524,5040,26,1
54,143360,7,19735,7976,19,1
33,141280,19,16183,1207,22,1
69,66412,44,18673,9124,1,1
21,63876,63,12315,9164,7,0
41,114547,65,3702,547,29,0
51,93664,39,9835,2414,9,0
47,70227,83,15542,1605,9,1
35,52450,26,13259,3680,10,1
36,104433,44,3922,9049,20,1
48,93704,12,7654,1067,28,1
36,26861,22,3021,9171,20,1
66,127294,77,14955,1366,7,1
63,81914,92,16716,1528,15,0
36,83888,14,12310,2313,15,1
39,99286,86,17520,4228,28,0
41,81293,30,5225,6013,28,0
62,102524,44,10209,4026,27,0
29,88515,84,12892,5303,16,1
47,43524,91,16723,7069,5,0
55,27065,38,13719,1550,17,0
48,57684,59,4140,8818,16,1
53,108720,42,12721,6778,11,0
36,53365,52,3587,2152,14,0
65,78876,63,11574,8699,28,1
62,43704,61,7669,5208,6,1
53,77857,34,19989,9976,27,1
47,25622,39,6004,5818,13,0
66,103797,41,15301,6359,29,0
50,130468,37,9400,7115,3,1
35,113955,65,8504,8870,16,0
69,120003,79,4810,7093,25,1
66,111141,32,7080,4095,10,1
45,114707,8,8408,5410,26,1
64,107700,97,5153,3754,5,0
28,135404,18,12055,4953,9,0
62,131733,45,18752,2923,28,0
50,99332,93,4800,8608,27,1
34,122390,96,2037,5297,14,1
23,116856,33,1992,7481,28,0
21,86201,5,5510,8437,5,0
37,52694,82,1393,7181,15,0
65,109766,74,9005,5377,11,1
64,42995,36,17741,4677,18,1
44,112320,97,18565,3929,15,0
32,100141,23,7817,684,13,0
23,102999,40,3065,3633,5,0
64,28419,5,13094,5478,25,0
31,67952,34,14879,9198,8,1
28,143028,24,12610,6637,21,0
56,53837,17,1154,2432,0,0
26,90799,95,10746,6674,25,1
43,68877,71,9678,5912,21,1
33,126255,81,7294,1696,7,0
22,65687,92,10574,5747,6,1
69,119667,22,3415,4681,13,0
27,57276,15,16979,1838,7,0
67,54523,15,2070,6671,10,0
20,86055,25,19638,3120,27,1
30,74615,53,15785,7046,23,0
60,116642,21,17306,9374,8,0
66,130040,66,11067,6431,18,1
47,30514,91,8807,2229,6,1
62,67456,32,19574,518,5,1
23,27233,21,8398,6471,17,0
34,21102,68,13202,964,4,0
62,86133,44,3972,9382,18,0
68,66715,83,18898,9702,10,0
36,105193,66,12312,5810,4,0
59,130545,90,14627,8579,29,1
52,124085,98,2345,4520,26,1
63,129101,14,19301,662,24,0
43,26256,15,8641,794,29,0
68,141946,20,16099,9270,23,0
22,128684,34,14385,7740,24,0
46,84800,36,9644,7344,8,0
54,148900,83,2611,2085,26,0
37,114937,9,19462,3880,23,0
66,61548,71,11773,5927,29,0
38,92090,30,19448,7312,7,1
27,98200,77,6779,694,10,1
22,62367,91,10450,9533,26,0
53,148845,63,8150,6843,21,0
23,133815,35,17737,3431,5,0
43,109922,13,13592,7541,29,1
21,90382,79,14861,6199,14,1
56,147602,46,10755,9137,5,0
56,146270,56,1711,8771,25,0
67,146320,9,14706,5340,21,0
52,46205,87,11924,8136,28,0
18,45570,36,14073,2360,29,0
41,50255,3,16921,6061,10,1
53,41182,98,18813,1430,28,0
23,59373,19,7444,2434,14,0
58,63019,28,11684,4867,11,1
63,82619,23,4420,2671,8,0
61,36043,7,3068,3794,9,1
48,65532,76,8159,5247,28,1
37,121290,14,5806,4892,14,1
41,85936,46,7844,5738,16,0
42,39239,15,12683,3334,15,1
53,30416,67,3906,7616,25,1
38,23412,15,12117,3428,21,1
47,101976,51,4665,7925,7,0
41,44406,88,12622,6250,16,1
61,21875,8,10348,6994,10,1
59,139231,69,16498,2172,10,0
47,57066,62,8882,8690,5,0
39,122072,51,6289,7944,24,1
45,25752,63,14910,4850,21,1
24,106753,68,8798,1787,29,1
52,98025,78,4408,7110,1,0
45,21353,16,18545,9750,0,0
31,46986,84,18643,9293,19,0
27,106907,24,14959,7383,5,0
33,124901,6,5090,5687,25,0
33,34691,57,12033,630,25,1
48,89847,31,16362,8544,24,1
59,68075,6,14783,8802,4,0
42,30794,99,12394,3234,22,1
30,88470,79,3981,9522,21,0
23,36406,29,9065,9357,21,1
61,95930,67,4554,1566,8,1
26,135897,75,13579,5470,4,0
62,46872,3,19773,4288,17,0
53,61708,28,9158,1817,23,1
60,135492,74,2014,784,26,1
37,126629,97,14527,7466,29,1
35,40800,48,13872,8294,18,1
60,63397,80,15201,4614,14,0
38,143313,10,11218,547,29,1
21,57909,33,4713,6638,14,0
67,41352,67,18876,5361,8,1
50,121975,69,8585,3759,13,0
44,113848,12,5122,8342,4,0
24,125596,57,10892,3915,29,0
23,35438,44,17838,6950,16,1
32,108921,13,18301,9259,14,1
35,64999,24,5374,6664,19,0
49,38482,44,1489,8287,24,1
28,52471,57,1984,4565,16,0
37,67279,96,18344,581,23,0
41,129413,16,2782,3505,23,0
32,126748,96,15959,8908,24,0
65,74213,21,15542,834,8,0
24,133909,76,6983,9250,12,1
38,33026,51,2869,9565,21,0
59,127625,21,12496,9444,12,1
43,105184,60,7838,9285,4,1
61,25435,51,14550,7568,27,1
31,28493,21,6702,4397,27,0
54,92227,6,14027,8458,13,1
38,79321,73,12860,8601,29,1
35,22763,65,7032,5148,6,1
22,40389,76,2825,1282,24,1
20,51498,58,12554,4086,4,0
40,83755,78,16333,4294,11,1
43,121545,6,13470,9675,2,1
54,55825,65,4770,6097,8,0
41,36934,86,1029,7550,9,1
66,25574,34,9958,5551,28,1
36,58179,56,16502,1242,0,1
68,21587,75,9806,5044,13,1
42,62782,3,10196,4855,0,1
38,124224,42,3121,4108,9,0
29,74412,62,4009,3771,29,1
58,80561,6,8739,3010,10,1
50,97224,6,5059,8785,27,0
67,24409,63,12285,6555,19,1
21,147159,20,3910,1875,1,1
59,91319,21,15674,9823,22,1
24,119016,2,19354,3016,1,0
39,46751,90,13161,6738,22,1
50,58174,95,12116,590,23,1
34,142678,90,14051,1979,27,1
41,76572,56,18626,1454,10,1
51,81416,96,18096,8714,7,1
45,32041,10,14054,3805,2,0
60,43227,87,15070,2221,8,1
58,55201,70,10485,5952,25,0
56,56069,23,15413,3047,15,1
39,102190,92,12855,5423,25,1
66,46370,30,7153,688,15,1
34,115018,78,6587,959,9,0
51,145342,37,9827,2736,5,0
23,147173,55,7861,4946,19,1
63,31586,96,11804,1080,23,1
23,70231,49,14979,2661,19,0
51,145758,34,2297,5215,19,0
18,25322,44,15745,6397,10,0
27,85294,22,1357,3402,7,1
38,99468,31,17300,9164,19,0
22,49299,7,15433,1358,0,0
19,110715,21,17624,2940,5,0
39,90793,16,11796,2212,27,0
65,66501,20,19210,1015,7,1
19,77134,43,9115,7855,29,0
27,131672,44,4860,1875,13,0
51,29777,47,13443,7184,2,1
33,31249,19,5447,4169,1,0
65,140902,48,17521,2890,21,1
68,41390,96,2967,3762,0,0
56,40369,79,7579,5138,10,1
39,32881,69,5849,3366,20,0
29,29587,11,8167,8348,5,1
41,113800,79,8466,9751,7,1
64,94327,29,13349,9448,6,1
57,127009,45,3019,3995,5,1
55,107911,68,7174,6994,17,1
27,108147,36,16689,687,11,1
52,127562,48,8092,5078,7,0
68,27833,87,18576,8593,23,1
66,137574,15,11505,3214,26,1
49,67013,44,3355,7908,20,1
24,137341,67,19890,795,18,1
38,147785,96,1333,4033,27,0
37,83620,74,3562,4640,26,1
43,35754,40,15776,4542,23,0
21,127584,86,2795,4770,4,1
63,98113,14,16270,3551,18,0
69,116631,63,1253,5965,8,0
39,106784,81,4657,8233,24,0
32,55282,85,10615,6505,11,1
57,56737,51,4237,6370,14,0
38,137972,79,4331,4404,22,1
32,117427,58,2027,2761,12,1
39,44124,15,15199,1920,23,1
69,90102,65,19550,7193,12,0
45,22196,88,14283,8796,20,0
31,81527,55,13186,978,20,1
44,116651,76,17853,6018,4,0
58,135477,10,14781,7077,1,1
57,105395,42,16120,7285,18,0
45,31345,95,6983,9384,7,1
43,144544,11,2093,3538,13,1
66,54077,16,5789,693,28,0
19,86400,73,3912,558,5,0
42,32055,78,16111,2386,24,1
20,123693,19,15332,5073,6,0
25,105283,31,17564,5722,13,0
61,64484,73,13259,3080,5,0
50,97514,53,10412,5144,15,0
59,110135,90,17006,8123,26,0
69,55771,8,10755,720,29,1
52,132478,24,5684,1375,3,0
23,77654,8,8854,1696,6,0
56,66540,83,7417,3209,15,0
69,103151,48,18946,3231,3,0
40,126263,30,14127,835,6,1
42,130284,58,18797,8916,20,0
67,137399,86,11698,7514,1,1
60,124885,55,18401,1747,22,0
36,142393,73,16428,8680,7,1
22,49377,62,4654,4457,9,0
68,115567,48,15997,7611,26,0
28,69573,4,14742,5089,1,0
29,62733,37,9949,2386,5,0
27,149344,8,12971,810,3,1
25,31760,1,16391,2104,20,0
41,133226,92,17565,6159,0,1
45,119250,70,7829,4482,5,1
58,45762,47,11487,9060,27,0
53,70986,75,3667,4046,11,1
54,54332,5,10991,5341,26,1
38,60100,50,17287,6674,13,0
25,24944,24,7173,5851,14,0
26,68825,47,10691,8517,23,0
64,33877,18,16208,1497,17,0
32,49990,84,14235,996,16,0
65,149065,28,14663,6185,8,0
63,128443,77,10176,1463,14,0
57,119612,5,19748,1698,17,1
35,137674,30,16072,6410,23,1
